,Text,Label
542,"apple londra'da ürünü alır almaz mail göndermişti.  in çağrı mrk. arayinca sms geldi,bizi ücretsiz arayıp bizi değerlindir",1
543,turkcell panolarindan fotograf almis gibi sevindim (=,1
544,hizliyim ama hayirsiz degilimm :) bencede goruselim :) turkcell boy :),1
545,turkcell var üzülme :),1
546,en uygun iphone4s paketi sanırım gold paket:turkcell:5000dk her yöne:2000dk data:4gb   iphone 4s 16gb 177 tl,1
547,evlere kadar ulaştırmak için çabalıyoruz. bu hizmeti kimse veremedi. biz veriyoruz. herkese fiber :),1
548,#bukutudanevar bu  nin en sağlam reklamı oldu   #turkcell,1
549,"""1 yeni film vizyone girerken, gnctrkcll şifresi arayan 3 milyon kişi var."" ahaha",1
550,bir kez daha cüzdanı evde unuttum ama turkcell mobil imza sayesinde garanti'den para çekip gunumu sorunsuz götürüyorum :),1
551,dun turkcelle tepkilerimizden sonra bugün turkcell twittera sponsor olmuş. ne tesadüf değil mi ? :),1
552,tmm tşkrler turkcell facebook sayfası,1
553,"turkcellmuzik hoş olmuş, güzel olmuş, çok da güzel ve çok hoş olmuş",1
554,bu mesela: sunexpress'te turkcell'lilere tüm iç hat uçuşlarında %50 indirim! bu gün son gun! -,1
555,kişisel bloglardan 2011 turkcell blog ödülleri'nde halk oylaması sonucu finale kalan ilk 10 blog: (cont),1
556,bugün turkcell müzik konserlerinde  manga'yla birlikteyiz saat 15:00 itibariyle manga sizlerle iyi seyirler  (www.turkcellmuzik.com),1
557,turkcell in 3g si kamil kocun aptal wifi indan cok daha ii ki :),1
558,"neye uyuz olduysam reklamlarına hayran oldum; cocacola, zaman, turkcell.. reklamcılık harikaları.. :)",1
559,yarında perşembeeee..oohhhhh çok şükür.. [gnctrkcll],1
560,"""hayat paylaşınca güzel"" sloganını hayata geçirmek isteyen çocuk facebook da paylaşım rekoru kırdı",1
561,"sadece mutluluk vaadi veren reklamlardan baydim.bana daha yaratici reklam mesajlariyla gel. bkz. eti, coca-cola, turkcell",1
562,capital 500listesindeki herbasarili 10 $irketten9'u bizimle çalisiyor turkcell...,1
563,"turkcell`in abone sayisi cook oldugu icin yuzde olarak bu sayilar kucuk kalacak, istediginiz bu mudur?",1
564,süperonline interneti ttnet e kiralıyormuş ben 2 ay önce geçtim süperonline a çok memnunum:),1
565,superonline warken ttnet e laf dusmez bence.. siddetle tawsiye ederim..,1
566,"2011'de en çok hangi marka reklam verdi?    ilk 3 aynı sektor 1-turkcell, 2-vodafone, 3- turktelekom",1
567,tabi canım o yüzden genç turkcell kampanyasıyla gidiyoruz sinemaya biz :)))),1
568,hayat paylaşınca güzel tabii:),1
569,"2 gundur ""teknik ariza"" sebebiyle evde internet yok.tebrikler #ttnet biraz bekle superonline buraya fiber ag ceksin gorusucez senle.saygilar",1
570,hayat paylaşınca güzel canım benim :),1
571,turkcel kanka ya,1
572,telefondan mesaj atamıyorum ki sana yaa turkcell'e geçmelisin :),1
573,#turkcell mudo indirimin güzel olmuş valla ya.,1
574,hım valla yeni dediğin cuma günü turkcell müzikte saat 15.00 te canlı performansı var başka bişi bilmiyorum:),1
575,"evet turkcell ile denedim bir sıkıntı çıkmadı , jb siz avea için herhangi bir çözüm varmı ? #avea #aveadestek",1
576,e taşı ve rahatla.. hadi bakalım,1
577,"ortaya çıktığından beri turkcell gibi beni yalnız bırakmayan ""city ville"" isteklerine burdan teşekkürlerimi iletiyorum, sağolun var olun.",1
578,hayat paylaşınca güzel,1
579,2 buçuk aydır tanımayan turkcell beni sesimden tanımış bulunmaktadır!! bunu kutlamalı.,1
580,hem de nasl knşmak lazımmm.. evet var  bu arada lanet aveadan bıktım turkcell e geçmeyi düşünüyorum oley :d,1
581,"coco cola,turkcell,vestel reklamda onculer ...",1
582,zaman ne diyoruz hayat paylaşinca güzel la la la la :)))))))),1
583,"değer katanlar ödülü süreyya ciliv'e: turkcell genel müdürü süreyya ciliv, bahçeşehir üniversitesi tarafından bu...",1
584,off ali ya sbh sbh ne güldürdün :d art ık facebooktanda turkcell ile ilişkisi war yaparsın sen :d,1
585,"merhaba, turkcell i̇letişim merkezlerimizde cihaz satışlarımız bulunmaktadır. teşekkür ederiz.",1
586,pazartesi ve perşembe günleri film yorumları hurraaaa maş. :) iyiki varsın turkcell :),1
587,imza işlemez bunlara vazgeçmezler turkcel sevdalarından,1
588,iphone 4 s kanyon turkcell de var ilgilenenlere duyurulur ..cok kalabalik tukenmeden alin derim ..,1
589,avea dan bana bu ay 250 veya 300 tl fatura gelcek :(( turkcell geri dönmeyi düşünüyorum :)),1
590,aynen kanka ya yemin ederim telefon uçuyo suan :) turkcell farki yaa :),1
591,2012'nin ilk entrepreneurs roundtable etkinligi er8 16 ocak'ta turkcell'de.,1
592,:))) en iyi çekim gücü turkcell de var  yinede,1
593,öztürkcell e geçmenin vakti geldide geçiyor   :)),1
594,tavsi̇ye: iphonedan kullanilan online islemlerin icinde superonline bilgilerimizde olsa daha faydali olur.,1
595,valla baya sosyal artik millet cogu online zaten superonline :d,1
596,"turkcell dört çeker, benim ebrum çok şeker :) ben bu fotoya biterimm",1
597,ben ariyorum rahat ol.hem de superonline deyim ben;),1
598,2 gundur ne tv yayını var ne de internet :( turkcell mobil internet olmasa ne yapardım acaba :/ ,1
599,biliyomusunuzzzz turkcell oluyorummmm. bilmessiniz tabi çünkü daha yeni karar verdimmmm.,1
600,yazık ya :d ama bence turkcell mobil ödemeyle yemek siparis et :d,1
601,#cokozledim  superonline ile internete bağlandığım o günleri. tek derdim ev telefonunun meşgulde olduğunu kimsenin anlamamasıydı,1
602,keske turkcell panpisim ve karsim i de yazsaydi panolara bende sana burdan yolluyorum muck :),1
603,bi kere daha ttnet reklami gorursem bayilicam ilk firsatta superonline'a geri̇ donuyorum,1
604,ama hayat paylaşınca güzel lazım yani:d,1
605,elektrik gitti allah'tan 3g var thanks turkcell :-)),1
606,turkcelll superonline ile birlikte çalışıyor süper hızda fiber internet edinebilirsin :),1
607,"sayın   sağ olsun beni aradığınızı belirtti ama mesajla. i̇yi seneler diler sağlık,mutluluk ve bol kazançlı bir yıl dilerim.",1
608,turkcell yedekleme yi kullanmak daha pratik olabilir,1
609,superonline candır :),1
610,aynen :) kos bi turkcell al hemen:),1
611,hayat paylaşınca güzel lalalalallalallalalllllaaaa :),1
612,#turkcell attıgı yıl bası mesajlarını özledim. burdaki #rogers #bell filan yalan...,1
613,"manga konseri, bugün saat 15:00'te canlı yayınla  adresinde! hayat müziği paylaşınca güzel :)",1
614,özetle bu akşamımı rezil eden vodafone dan artık nefret ediyorum. turkcell de kazık mazık ama hakkaten kaliteli. donmek gerekiyor,1
615,sen yine turkcell e mi döndün kanki ?,1
616,#2012tahminleri turkcell'deki sesli komut anlama sistemi hayatın her alanına yayılacak.,1
617,"eyvallah, hayat paylaşınca güzel :))",1
618,ailem hep turkcell. benim baska hatta gecmem olmaz :d,1
619,#3kelimeyle2011 turkcell'le bağlan hayata,1
620,iphone4s türkiye de de satışa çıkmış bulunmakta en uygun fiyat 99/24 buda 2300 küsür lira oda turkcell'den yalnız internet 100 mb tabiki :d,1
621,turkcell in cekim gucu diyelim :d,1
622,ama turkcell yaa selocan falan çok şiirn çocuklar guduuuuu desem yinemi olmaz :d,1
623,hayat paylaşınca güzel :)),1
624,"bi turkcell calisani olarak soylemek istedim superonline=turkcell ,hizmet kalitemzden hic suphe yok:)tabiki superonline",1
625,hemen bağlanırsa superonline ı seçerm.bi mail atıp sorayım en iyisi :),1
626,kendimi turkcell in yeni yıl şarkısını söylemekten alikoyamiyorum.,1
627,"o kadar cok kontor yuklemiyodum ki ,bu ara yuklemeye basladim turkcell bana bedava dakika verip duruyor .",1
628,bahçeşehir üniversitesi'nden süreyya ciliv'e özel ödül,1
629,bence superonline,1
630,"#3kelimeyle2011 basarı, performans, keyif...",1
631,ozturkcell reklamindaki hayvani selocan puhahaha:)),1
632,beni bir tek dusunen turkcell ahey ahey,1
633,turkcell i ariyorum genelde ben yia bayadir yeniliyo kendini 100mb de yapiyolar :d,1
634,turkcell diorm :d,1
635,bundan sonra telefon değiştirirken numaraları hem hatta hem de türkcell merkeze kaydetcem !,1
636,#turkcellfestival harika yorumlarından dolay model'e teşekkürler ve tabiki turkcell e :),1
637,"""turkcell beni sesimden tanir""",1
638,#turkcell bana kıyak geçmiş sms paketim seneye kadar darlingler :d,1
639,kendisi de bunu açıklamıştı turkcell teknoloji zirvesinde.. bizde terlikle bile işe gelirler demişti. önemli olan mutluluğu.,1
640,bugün kesilen internet kendi kendine yeniden açıldı  süperonline yaptığı hatayı kendi kendine anladı :d,1
641,#vodafone sosyal medyada bile sesi çıkmıyor trcell ya da avea olsaydı çoktan dönmüştü,1
642,onu geçen hafta bende yapıyordu bu superonline. şu an rahat girebiliyorum ama o_o,1
643,zaten iletişim kalitesi çok kötü. ben hiç memnun kalmadım avea dan. türkcell pahalı hizmet iyi,1
644,gayet tabii :) turkcell aylik 7tl ile internet ve bbm kullanimi sagliyor.butun bb uygulamalarini da o paketle kullanabiliyorsun.,1
645,ole bi insan olacaksin ki tcell gbi kaliteli vodafone gbi her yerde cekmeyen avea gbi her gun yeni musteri kazanan .. gnaydin ,1
646,#teknoloji samsung'un kompakt cebi galaxy y ve qwerty klavyeli cep ch turkcell avantajlarıyla türkiye'de!,1
647,gencler ve kendini genc hisseden herkes gnctrkcll li degil mi;)),1
648,çok iyi tşk.turkcell,1
649,#2011marka keske suan orada olsam:( turkiye'de gerceklesn en degerli olusumlardan.benim icin konferansn en degerlisi ise tabiki turkcell;),1
650,feriha turkcell hat alsa sorun çözülür ya da emir avea ya geçmeli,1
651,polis mesaj atiyo canim benim turkcell ve o olmasa ne yaparim bilmiyorum,1
652,:))) :((( hayat paylaşınca güzel mutlu olmak varken niye bizler kıymetini bilmeyiz,1
653,onun icin gecicem tekrar turkcell'e az kaldi :-d,1
654,"dakikalar için teşekkürler, bu arada gün içinde sms atmayı unutma kendimi yalnız hissediyorum.",1
655,yeni yıl kutlama msg'ını aldım. teşekkürler.. hayat paylaşınca güzel lala la la laaa,1
656,bitanesinnnnnnnnnnnnnn:d #turkcell,1
657,yeni laptop ile superonline bağlanınca görecem seni :d,1
658,"bizim zamanimizda turkcell, hazirkart, telsim, aycell ve aria vardi ve hicbiri turkcelle rakip olamazdi.",1
659,#turkcellmuzik bengü hiç bitmesinn bu   seni çok seviyorummm türkcell çok teşkkürler bize böyle bir anı yaşattıgın için,1
660,demaa öyle büşra:) bkz. hayat paylaşınca güzel la la la laaa :d:d,1
661,hayat paylaşınca güzel la la la la la la.,1
662,yalan... faturalı hattım :avea.. diğer hattımı ise vodafone'dan turkcell e naklettim :),1
663,yarın turkcell olucam yeni numara falan .. :(( babam açtırma diyo bbm i,1
664,özturkcell seninle ölmeye geldik özturkceeeeeellllll :))) ( hasan doğan spor kompleksi),1
665,#turkcell ve #avea 2 dev aynı organizasyonda!!! kayıt için;,1
666,turkcell isi biliyor. 4'te de aynı sey olmuştu. kontratli alicaksan turkcell 'de çok rahat bulursun.,1
667,"hayat paylaşınca güzel "" turkcell :))))",1
668,"bu akşam turkcell belejj film gecesi,yani gnç turkcell şifresi paylaşım gecesi, katkılarınızı bekliorum, sanata ve sinemaya katkı babında :)",1
669,"bi turkcell , bi de coca-cola reklamları beni derinden etkliyo lan",1
670,bir sms bir kitap kampanyamiz devam ediyor turkcell 5228'e yolluyacaginiz 1 sms cocuklara guzel bir kitaba donusuyor...,1
671,#turkcell farketmeden yaptığın bedava konuşmalarını seviyorum devam et;),1
672,kopuyoruz alperenle :d teşekkürler turkcell :d,1
673,5326833306 nolu hattımın ipone4 s kontratlı tekliften yararlanmak istiyorum teşekkürler,1
674,bugün bana yaptığın haksızlığı sana hiç unutturmayacağım..hani 150 her yöne kampanyası..artık yaşasın turkcell.seni terkediyom avea..,1
675,evet yeniden pin alacağım sırf bbm için :d turkcell hat alacağım :),1
676,ama turkcell den başka kaliteliside yok yani...,1
677,"2012'ye kadar sms hakkinizi kullanabilirsin diyen sevgili turkcell ""allah razii olsun, sen olmasan napardim"" demek istedim.",1
678,başka ne olacaktı sanki :) ben turkcell'in yerinde olsam seni dakikası 5-10 liraya konuştururum bu saatten sonra :),1
679,"turkcell hala ""prestij"" kazandıran bir marka. onu kullanmak insanlar için hala belli bir seviyede olmakla eş.",1
680,kalite ortada #turkcellfestival,1
681,sahan in oynadığı son turkcell reklamına cok güldüm bsbdbdhdfnbzhgczzvzvzjddhdjdjzg,1
682,"""çekemeyen anten taksın"" diye sticker dağıtmış, ben de yaptırcam özel olarak :)",1
683,her yöne sms 12 tl bakınız turkcell :d,1
684,sbh 07:30da $irkettin giri$inde elinde $ekerleriyle noel baba bizi kar$iladi:)turkcell seni sevyorum,1
685,diyarbakir'dan ayrilma vakti..aksam yemegi ve kahvaltisi mukemmeldi..sahneyi anlatmaya gerek yok;)tum turkcell ekibine tesekkurler;),1
686,"#vodafone icin buyuk eksiklik. apple urunlerinde kullanilmak uzere #turkcell online islem gibi bir app yapmadilar, yapamadilar.",1
687,aynen kanka turkcell iyı ya,1
688,ile diyarbakir'a gidiyoruz! bu gece turkcell icin sahne! ;),1
689,yok bu kadar reklama göre uydu hızında sanarsn ) #ttnet 75tl fatura oduyorum ona uyz oluyorm  superonline kurtar beni:),1
690,"ne zaman ki turkcell canımlı cicimli panolara ""gözüm"" kodu, o zamandan beri turkcellde gözüm kaldı, olasım geldi, oldum, şimdi herkes gözüm!",1
691,"bugün turkcell tarafından çekilişe katıldığım için tebrik aldım. o zaman anladım ki benim için küçük insanlık, için büyük bir adım atmışım.",1
692,çok dogru :) “  turkcell'in 3g hızı abd'de deki 4g'den daha hızlı :)”,1
693,huzur bereket sukunet,1
694,sagolasin el öpenlerin cok olsun mesaj hakkın turkcell den beles gelsin :d,1
695,divandan dogum gunu pastasi gondermek! valla sasirdim tesekkurler #turkcell :):),1
696,"""turkcellden başka mesaj atanım yok ya"" diyenler, olm az susun. turkcell gene düşünceli, avea nerdeyse hiç atmıyo. yalnızlıktan ölücem.",1
697,turkcell ıyıdır :),1
698,"o reklam sloganının çok ötesindeymiş, hayat paylaşınca güzel",1
699,gunaydin,1
700,i̇zmir arena inanilmazdin..tum turkcell ekibine sonsuz tesekkurler:),1
701,internetim hizli diye siniftakiler film/dizi indirttiriyor mesela. useniyorum. neyse yariladim zaten. eheh yasasin superonline!,1
702,"turkcell veya avea varsa alabilirim -,-",1
703,#turkcell dogum günü hediyen için tesekkürler :),1
704,bu yila kadarki en iyi yilbasi reklam sarkisi turkcell'in 'bu sene yeni bir cebin olsun calain arayan hep o olsun...' ile baslayandir!,1
705,"""avea'yla vodafone her yerde çekiyor mu bilemem ama ikisinin de turkcell'i hala çekemediği net.""",1
706,avea kullanmaya devam edersen daha çoooook koparsın. turkcell le bağlan hayataa :),1
707,superonline cok iyi ya,1
708,turkcell :),1
709,bilmediğim acayip turkcell numarası;şu kontorsuz ve dar zamanlarımda mesajlarınla bana destek olduğun ve yalnız bırakmadığın için teşkürler.,1
710,geç kurtul tarık abi ellerinden ben öyle yaptım şu an rahatım,1
711,adam düzenli olarak turkcell iletişim merkezine ve keyfinin mekanına gidiyor...,1
712,"seni seviyorum turkcell ben tl derdine düşmüşken 600 dakikam oldu ,iyiki varsın",1
713,:) :) yanlızken kim mutlu olmuşki seen olasın ? kendini kandırma ! bak sertb abla ne diyo ? hayat paylaşınca güzel !,1
714,turkcell timlerde hizli sarj unitesii var oraya git olum dert ettigin seye bak,1
715,beni bağrınıza bastığınız için muck,1
716,"mutluluk, gnctrkcll kampanyasını bilmeden iki kişi kahve dünyasına gidip, kahve içtikten sonra ikincisinin bedava olduğunu öğrenmekti bugün.",1
717,superonline ı aldılar....başarılı ben superonline kullanıodum,1
718,"iphone 4 konusunda babamın kanına girdim bugün :) turkcell'den aldığım katalog ile yanına gidip, istiyorum bunu dedim :)",1
719,hayat kesinlikle paylaşınca güzel :),1
720,divane asik gibi blog turkcell blog odullerinde son 10`a kalmis. destek veren herkese tesekkurler...,1
721,geride kalan müzik aktivitelerinde çalıştım bugünde evden internetten izlicem.çok merak ediyorum bu güzel proje nasıl görünüyo :),1
722,yıllardır seni severek kullanıyorum bana bi 50tl kıyak geçsene ya,1
723,"o ses turkcell geri sayim basladi, elemelerde son 5:) sira geliyor:)",1
724,bir adam vardı canı sıkılıyordu. bir film izledi can sıkıntısı gitti. eski bir turkcell reklamı :) hey gidi günler,1
725,#turklereozgudavranislar pazartesi persembe turkcell sınema gunu gelsede sınemaya gıtsek dıye beklemek,1
726,#hayat paylaşınca güzel diye boşuna dememişler :),1
727,superonline :),1
728,bu akşam sinemada sherlock'ta kullanmak için bi gnctrkcll şifresi lazım gençler. bi el atıverin hadi.,1
729,yarın geçn türkcell kullan derim gari..,1
730,ufunett bastıı yine..keşkee turkcell olsann..tarifeni değiştirsene sen yaa..=),1
731,niye bana turkcell in panolarindaki guzel sozlerin resmini cekip gondermiosuun? ;),1
732,ewt hayat paylaşınca güzel ve bu dünyada sizlr gibi değerli insanların olması kadar güzel bir şey yok (:,1
733,keşke bugün süreyya ciliv in ödül töreninde bulunma şansım olsaydı,1
734,hayat paylaşınca güzel ;),1
735,süperonline ' nın fiber optik sistemi 10 tane ttnet eder yahu . 100 mbit internetten bahsediyoruz,1
736,sen olmadan sarılamam zaten bitanem eksik  kalır yok olurum hayat seninle  paylaşınca güzel,1
737,o attığın turkcell numarasını mı kullanıyosun güzellik? hemen fısı fısı ederiz :d,1
738,"i̇nternetime yaklaşık 2 haftadır dümdüz sövüyorum hemde öyle böyle değil,sanırım artık superonline zamanı geldi.. üzgünüm uydunet",1
739,eh ne demişler hayat paylaşınca güzel,1
740,iki hafta gene iyi benimki bir iki ayda gelmişti.turkcell sağolsun:d,1
741,hahaha yeni gördüm koptum ya.. ama cidden kısa olmuş bu sefer:)) turkcell'in yeni selocanları biziz:),1
742,internet hızım neden 8m degil ? su hızı arttırın yoksa superonline alıcam,1
743,askim nasil yollicaksin banaaa ? :d ben kendime yeni hat alirim turkcell daha iyi daha kolay,1
744,tesekkurler turkcell,1
745,turcell ailesine ve turkcell müşteri temsilcilerine mutlu  sağlıklı yıllar diiliyorum sevgilerimle (:,1
746,turkcell bana komısyon baglamalı bence artık kacıncı musterısını kazandırdım :dd,1
747,teşekkurler teknoloji uzmani:)) beni kurtardi:d,1
748, hayat paylaşınca güzel la la laaa laa  ,1
749,hayat yeni yıl mutlulugunu paylaşınca güzellll :))),1
750,"hayat paylaşınca güzel lalala lay laay la lay. bir gün iyi oluyorsun, öteki gün melenkolik ruh halinde.",1
751,onu turkcell'e anlatıcaksın cnm :),1
752,teşekkür ederim selocan:)),1
753,seni seviyorum turkcell,1
754,abe ben nedem yaw sorun bende değil superonline bekliyem :),1
755,goturun bizi gidelim vallaaa gnctrkcll,1
756,iphone 4s 16 aralık'ta turkcell'de!,3
757,peki bunu benim özturkcell okumama ne dicez ?,3
758,sahnede turkcell bandosu ve celloband....,3
759,"avea fena değil ama vodafone kafasi cok iyi, sempati yarattı bende turkcell abonesi olarak",3
760,turkcell mi türkcell mi ? bugün bi yerde gördüm aklıma geldi :d uyuruz kalkarız konuşuruz nasıl bişeyiz anlam veremedim :d,3
761,"""şubat ayı kaç yılda bir 29 çeker?"" sorusuna ""1 yılda"" ya da ""4 ayda"" diye cevap veren süper zekaları da kutluyorum",3
762,#3kelimeyle2011  iphone blacbery,3
763,#turkcell sayende 3 liraya film izliyoruz... gecen ay odedigim faturaya sayarsin artik... ( marmara forum cinebonus),3
764,ozamn ben bgun profilo aliswers mrkzinde yatimm:)) yagmurda basladiki 4 saat ceker benim ora:)),3
765,30 aralık cuma saat 15.00 da canlı performansıyla turkcell muzikte,3
766,siteye süperonline geliyormuş. bilgin var mı? artık müşteriler olarak çamura yatmanın vaktidir.,3
767,"ümit ,yarış,avcunu yalama",3
768,"bu turkcell'de çok terbiyesiz ha , heryerde çekiyor.",3
769,sen vodafone gibi anı yaşarken ben seni turkcell gibi her yerde çekemem..ahahah iyiymiş :),3
770,superonline kullanmadım ama ttnet kullandım sürekli kesiliyodu internett,3
771,o zamanlar çok mutluymusum demek ki o çok dalga geçtiğim nerdeyse 1 aydır yayında olan turkcell reklamı gözlerimi doldurdu.. şaka mi!,3
772,bu uygulama mesajlarını gelmesini istemiyorum nasıl kapatabilirim. uygulama mesajları sayesinde  tekdir..,3
773,bi kere de turkcell yerine sen yaz be sasirt beni,3
774,"opera mini'ye ücretsiz indirin, ve ücretsiz istediğiniz siteye girin gezin.  tl yokken girin. turkcell...",3
775,da 4 çeker ıyıkı varsın  #screenmuncher,3
776,"""sen vodafone gibi anı yaşarken ben seni turkcell gibi her yerde çekemem."" ;)""",3
777,blackberry sahipler turkcell kampanyasi oncesi blackberry sahiperi ve turkcell kampanyasi sonrasi blackberry sahipleri diye ikiye ayrilir,3
778,ofis paketli turkcell iş telefonumu normal tcell hattima yönlendirdim. ofis hattiyla beni arayan ofis paketinden mi ucretlendirilir?,3
779,bugün turkcell blog odullerinde oylamanın son gunü! yoksa sen hala seyahatpereste oy vermedin mı?,3
780,karla karisik yagmur diyor esen'cim :( aynen devam yani.. yarin sabah turkcell update eder...,3
781,cimbom 4 çeker işte o kadar ... !,3
782,#haber #ekonomi *'turkcell tebliği' yürürlüğe girdi  #konya,3
783,o zaman neyapiyomusuz... turkcell le baglan hayata diyomusuz. :))),3
784,"merhaba, joker internet paketinden kalanları nasıl görebiliyorum? tesekkurler",3
785,"sağlık,huzur,başarı..",3
786,superonli̇ne,3
787,"ofis bombos, bir tek kopuklu kahvem ve ben variz.. calismaya devam :)   turkcell tepebaşı plaza",3
788,#3kelimeyle2011 egemen-quaresma-fernandes,3
789,bunu peki geri naisl eski haline getire biliriz nerde tikladim,3
790,biz formalite maçını şampiyonlar liginde değil türkcell süper ligde oynarız:ddd,3
791,"patrona hayat paylaşınca güzel dedim,boşuna hayal kurma rolls royce'un vergisini bile ödeyemezsin dedi, taam dedim..:(",3
792,turkcell oynattıran kampanyanın hediye kuponlarının mesajları telefona mesajmı gelecek?,3
793,cok yakında sizi turkcell'de misafir edicez ins. bekliyoruz.,3
794,dergiyi turkcell dergilik veya digimecmua'ya da verseniz olmaz mı? online ipad'den de okunsa:) ne düşünüyorsunuz ?,3
795,turkiyede gunde ortalama 60 milyon sms atildigini dusunnursek yaklasik 250 milyon mms atilmistir,3
796,2011 yaşandı bitti.,3
797,kes ya kess turkcell size calisio,3
798,coca cola'nın yeniyıl reklamını günlerdir turkcell reklamı sanmam.,3
799,sen turkcell i kullanmıyo musun,3
800,"#3kelimeyle2011 saglik,saglik,saglik..",3
801,"selocan okula geldiii, mineyle kübra çok çabaladı ama göremedi",3
802,valla ben ayda bi değiştiriyodum artık turkcel dur dedi izin vermiyo yılda 3 hakkım varmış :ddd,3
803,hangi gazeteyi dağıtıyorsunuz?,3
804,turkcell,3
805,cbl game time : 18:00 thy - turkcell,3
806,klozetin kapağını kaldırmadan işiyorum çünkü hayat paylaşınca güzel.,3
807,“ 'hayat paylaşınca güzel' mi? banane mı banane mı? ben onun karınıyım karınıyım.”,3
808,"merhaba, mesaj hakkı aldım ben bu hakkıma mmsde dahil mi ? :)",3
809,"birine mesaj attıktan sonra cevabı beklerken, gelen mesajlardan biri de turkcell yerine o olsa keşke, nasıl mesut olurdum anlatamam",3
810,turkcell oynadı paylaşsana!,3
811,reklamlardaki renkler sirketleri ifade eder yakaladim avea reklamindaki oklar mavi turkcell kirmizi vodafone turuncuda avea dir,3
812,"şai̇be,şi̇ke,fenerbahçe #3kelimeyle2011",3
813,cagatayi selocan yapip yanima vericeklerse geciyim turkcele ...,3
814,#3kelimeyle2011 süper bir yıldı.,3
815,iphone 6s ne zaman çıkacak ??,3
816,"-kanka turkcell'i kazıkladım. +nasıl yaptın? -sms yaptım, seneye bitiyor. +seni tanıdığım güne lanet olsun",3
817,elimde i̇phone olsaydı size ne güzel resimler yolardım vermediniz ki:((,3
818,-sertap kocan seni aldatıyormuş... +hayat paylaşınca güzel lalalala -bir de çocuğu olmuş +paylaşıp çoğalınca güzel lalala ((:,3
819,"serdar erener ""turkcell reklamında akp'yi görenler türkiye'yi kaçırıyor"" diyor bu hafta ekonomist'in kendisiyle yaptığı söyleşide..",3
820,"ama pakistan, jhal magsi colunde cekmiyor turkcell :)",3
821,biraz abarttık galiba: 8de başlayan mesaiye servis şoförümüz 7.20de getiriyor. ( turkcell superonline),3
822,bu kubat'ın söylediği turkcell zara'nınkinden daha çok çıkıoo:(neden acaba?zara'nın söylediğinde intihar daha mı çokmuş?:)normaldir:),3
823,merkezdeki evde superonline kullanıyorum zaten. ccc 100mbps ccc,3
824,turkcell bis paketi  alcak :),3
825,iphone 4s için turkcell'de paket detaylarını açıkladı,3
826,en iyi orta saga van turkcell super liggg is van besiktas #stadyum,3
827,enigma t301tr kriptolu cep telefonları turkcell avantajları i̇le c5 stoklarında!,3
828,cok tesekkurler beyb mesajinada turkcell olmadigin icin cevap veremedim cok tesekkur ediiyorum opuyooorum,3
829,"2011 icin en cok reklam veren listede ilk 6 da telekom olmayan tek sirket ulker, muhtesem 5'li tt,vodafone,avea,tcell ve ttnet ...",3
830,ya sorma gündüz burda akşamda çekimdeyiz turkcell binasında.  bitmiş durumdayım 2 haftadır. ocak gelsin.,3
831,trafik yazıp 7777’ye kısa mesaj göndererek uygulamayı cep telefonunuza indirebilirsiniz. turkcell mi hattınız?,3
832,"kardeşim ""ben sevmedim, sen bak..."" diye bana bir turkcell t10 verdi. rom atmak diye bir şey varmış, onu kasıyorum sabahtan beri... zormuş!",3
833,#bukutudanevar haydi bul bul! gnctrkcll'den audi a1'i kap!,3
834,tabi canımmm sırf faturalı olucam internet paketim olucak diye sattın sen turkcell'i adamsınn yaaa :d,3
835,sözleşme tarihi belli. o gün orada bb uzmanı bir arkadaş vardı o yönlendirdi. gerekeni yaparız hepbirlikte...,3
836,gorsun  nolcak :),3
837,kocişim volkan selocan kevserr ve ben :))),3
838,iphone 4s turkcell kampanyası (fiyatı),3
839,turkcell kapandı ya 2 tl atın dedim valla -8 tripleri :d,3
840,"#bukutudanevar canlı yayın başladı.  adresine gel, hediyeleri kazanma şansını yakala.",3
841,yarin iphone 4s geliyor bence turkcell bayisinden gorcem artik 15 tatilde saturn magzasina gider kullanirim,3
842,"benı yalnız bırakmayalan sevgılılerıme ( turkcell, ıs bankası, us polo, sans, genc tarıfe) sızde olmasanız arayan soran yok",3
843,selocan ile kumru form ortaköy .....,3
844,mabel'in büyüsü! - gnctrkcll,3
845,"charlene li: ""ne olursa olsun bir yerinden sosyal medya yönetimine başlamanız gerekiyor."" diye tavsiye etti. turkcell #pazarlamakonferansi",3
846,"blackberry 9700 (istenilirse 9780 menusu yüklenebilir) turkcell cihazı, tamir görmemiş, i̇lgilenenler bana ulaşabilirler.",3
847,"efabrika'nın,gnctrkcll içn hazırladığı 'ses ver' fb uyg.,en iyi kampanyaların listelendiği fb studio'da.like'layalım.:)",3
848,benim icin cuma demek; hayatın tüm zorluklarından kaçmak demek. hayatı ertelemek demek. hayat paylaşınca güzel lalalala.. -ben iyi değilim-,3
849,bu yagmurda ewde sadece dev boy kipkirmizi superonline semsiyesini buldum ve kendimi adliyeye attim...,3
850,+turkcell beni sesimden tanır. -anlamadık lütfen yeniden deneyin +turkcell beni sesimd.. benim ben döl ziyanı tanımadın mı (türk kızı merve),3
851,orço'yla bağlan hayata.,3
852,"oha ya sevis mesajı alımında son nokta, avealıyım ama türkcell de bana mesaj atıyo ?",3
853,turkcell mobil tv ne oluyor,3
854,#blog rekabet için fiyat mı kalite mi?,3
855,#turkcell’den #iphone 4s fiyatları!  #haberler #iphone4s #iphone4snekadar #kontratliiphone,3
